Date,VOO,QQQ,SPY,VTI,VT,VXUS,SCHD,BND,TLT,GLD,IWM,XLK,XLF,XLV,VNQ
2021-05-19,486.0,519.86,624.4,290.89,84.08,74.28,85.72,80.71,107.02,232.14,343.14,367.93,51.05,137.63,53.24
2021-05-20,494.88,517.35,620.59,291.64,83.02,73.73,85.26,80.86,107.67,231.79,346.95,369.53,50.56,140.74,53.42
2021-05-21,501.41,521.5,609.31,288.48,84.37,73.34,86.54,81.15,107.89,231.3,349.72,362.17,50.74,142.28,53.64
2021-05-24,509.19,511.31,610.17,291.57,83.93,72.65,87.67,81.0,107.16,230.88,349.68,358.33,50.34,142.35,53.1
2021-05-25,506.98,514.59,622.21,292.29,83.89,73.14,88.14,80.77,108.22,231.94,344.8,354.37,50.04,141.37,53.36
2021-05-26,502.48,528.02,624.12,292.97,84.67,73.81,89.16,80.7,106.84,233.66,341.97,353.53,50.29,141.21,53.21
2021-05-27,502.12,519.27,624.26,293.09,87.33,73.84,89.24,80.46,107.48,235.61,339.88,349.85,49.65,141.38,52.81
2021-05-28,502.62,520.82,626.43,291.79,86.4,73.3,89.84,80.62,106.46,236.52,341.2,357.86,48.96,141.99,53.29
2021-05-31,508.06,516.78,626.64,292.53,86.78,74.35,90.96,80.33,107.99,233.09,348.66,367.03,49.12,143.93,52.84
2021-06-01,500.17,519.86,622.1,293.99,86.27,73.88,91.18,80.93,106.74,232.49,345.78,357.0,49.12,143.39,52.59
2021-06-02,507.64,520.3,627.21,289.28,85.89,72.49,91.02,81.27,107.68,236.94,341.45,359.95,49.23,144.16,52.64
2021-06-03,507.13,516.4,628.82,287.94,85.37,72.8,89.79,81.28,107.62,237.72,341.12,364.49,49.43,142.58,53.48
2021-06-04,505.32,519.88,629.2,287.38,84.56,72.11,89.76,81.52,107.33,238.49,345.69,367.5,49.48,142.13,53.62
2021-06-07,500.73,532.01,623.67,288.22,84.56,72.76,90.4,81.11,107.49,239.25,339.53,364.41,49.84,142.66,53.95
2021-06-08,493.14,531.05,631.63,291.6,83.49,72.54,91.14,81.76,108.01,240.12,345.88,363.43,49.91,143.59,53.79
2021-06-09,497.21,536.18,635.87,289.62,84.21,72.94,91.55,81.62,107.28,235.49,345.27,359.93,48.79,142.7,53.76
2021-06-10,497.79,527.76,632.83,288.39,84.28,73.86,91.18,81.6,106.63,235.09,342.21,358.09,47.84,142.21,53.75
2021-06-11,491.96,521.72,639.09,287.13,84.63,73.1,89.74,81.13,107.16,235.07,335.45,352.34,48.91,144.1,53.94
2021-06-14,486.17,525.13,636.37,285.09,84.31,72.75,89.42,81.26,105.78,237.59,338.56,352.03,48.92,145.64,53.78
2021-06-15,484.86,535.26,631.94,284.29,84.07,72.73,89.23,80.99,105.33,237.74,337.97,344.95,49.47,145.97,54.61
2021-06-16,492.74,537.98,627.68,286.5,84.31,73.73,89.03,81.03,107.75,234.59,338.83,344.24,49.29,143.16,54.4
2021-06-17,491.77,536.18,617.45,283.78,83.48,73.32,89.52,80.9,106.98,235.48,335.12,338.53,49.28,146.39,53.36
2021-06-18,485.02,536.49,620.47,285.07,83.24,72.96,91.01,80.63,107.91,233.98,333.9,339.74,49.04,146.43,55.04
2021-06-21,484.12,528.36,610.01,280.62,82.64,73.29,91.14,80.44,107.44,231.71,331.99,336.78,50.43,146.09,54.85
2021-06-22,483.1,532.7,603.19,279.26,82.02,72.93,91.01,80.5,107.86,230.18,331.7,338.38,50.59,145.48,55.69
2021-06-23,471.02,538.94,591.63,278.53,80.52,73.05,90.86,80.19,108.41,231.26,329.03,343.69,50.31,146.03,56.59
2021-06-24,471.0,536.19,591.4,283.07,81.5,72.07,90.99,80.01,109.34,233.69,322.8,351.51,49.38,146.59,57.22
2021-06-25,470.2,533.33,590.82,282.47,81.04,73.5,90.41,80.18,109.18,234.67,334.03,339.45,50.5,147.88,57.1
2021-06-28,473.52,535.44,589.26,276.73,81.9,72.65,90.53,80.85,110.83,235.94,328.42,335.76,50.43,146.74,57.31
2021-06-29,482.02,532.81,583.71,271.63,82.7,72.46,90.9,80.98,110.35,236.91,329.31,334.59,50.87,146.4,56.5
2021-06-30,487.38,532.68,577.5,271.85,81.79,72.46,91.09,80.76,110.55,237.17,322.08,336.97,51.38,149.08,57.79
2021-07-01,486.37,547.09,580.28,273.55,81.04,73.7,91.47,80.67,110.77,238.58,314.11,329.5,51.13,149.44,57.25
2021-07-02,481.52,545.72,577.52,274.65,82.9,72.86,91.83,80.69,109.84,233.91,314.62,325.25,51.54,149.28,57.11
2021-07-05,493.46,543.58,579.5,275.22,84.21,74.16,90.54,80.61,109.61,234.18,315.44,326.07,51.21,148.11,57.19
2021-07-06,493.97,539.47,574.9,278.37,84.21,74.67,91.04,80.85,109.75,232.23,320.57,326.69,50.65,148.83,57.14
2021-07-07,494.27,544.84,576.14,277.09,84.43,74.97,90.58,80.92,109.4,234.5,322.32,328.63,51.34,150.25,56.73
2021-07-08,494.39,543.93,583.48,279.56,83.99,74.34,89.8,81.16,111.43,234.27,321.84,330.89,51.26,151.47,57.64
2021-07-09,495.55,539.8,586.97,275.38,84.34,74.73,89.03,81.09,110.73,234.38,318.11,332.68,51.58,151.19,58.28
2021-07-12,495.11,549.11,584.94,273.16,83.84,74.28,89.38,81.44,111.73,231.55,324.25,333.81,51.84,151.74,58.51
2021-07-13,492.66,559.25,586.61,268.63,82.37,75.13,89.25,81.4,112.46,233.53,328.17,334.3,52.23,154.05,58.27
2021-07-14,490.35,555.36,585.54,268.06,81.44,74.51,88.06,81.16,112.45,234.79,323.15,337.62,51.33,155.57,58.99
2021-07-15,490.43,542.63,585.84,268.07,81.48,74.45,88.44,81.73,111.73,235.92,323.43,327.38,51.01,154.56,58.7
2021-07-16,488.15,549.84,584.29,268.48,80.7,74.11,87.43,81.27,111.09,234.4,324.15,334.63,50.84,151.16,59.76
2021-07-19,485.09,545.42,583.64,268.77,80.68,73.48,87.56,81.09,110.66,232.97,322.86,324.64,50.38,151.62,59.86
2021-07-20,485.81,551.18,585.06,266.54,79.94,73.98,87.77,80.94,109.18,233.46,326.13,320.02,50.64,152.75,60.71
2021-07-21,484.87,537.83,579.83,266.19,79.42,74.35,88.44,81.59,108.36,232.18,329.68,319.24,51.34,151.35,60.65
2021-07-22,491.99,544.2,574.51,262.55,80.05,75.17,89.77,82.06,107.15,233.07,329.02,322.44,52.14,151.41,60.72
2021-07-23,479.9,536.22,567.23,266.06,80.25,74.01,88.8,82.46,108.25,229.0,327.98,309.29,51.96,151.12,61.58
2021-07-26,485.08,541.47,558.9,265.42,80.27,74.72,88.79,82.38,108.77,228.14,334.31,309.39,52.15,151.32,63.13
2021-07-27,491.02,541.89,552.71,264.32,80.92,76.4,88.63,83.02,109.42,231.55,338.37,313.01,52.43,150.66,64.27
2021-07-28,481.64,535.7,553.79,268.41,81.29,76.11,88.98,83.13,109.92,232.44,338.81,317.55,52.82,152.44,64.93
2021-07-29,480.31,533.27,549.36,265.39,82.36,77.41,89.17,83.39,110.06,232.81,331.99,314.7,52.31,152.71,65.38
2021-07-30,478.85,538.2,552.26,262.69,82.06,77.25,88.95,83.45,111.29,236.65,333.56,313.62,53.41,151.59,65.03
2021-08-02,472.71,539.24,552.68,260.1,81.77,76.33,88.66,83.45,110.78,232.18,336.63,311.16,53.99,152.89,65.27
2021-08-03,469.46,543.53,542.64,260.06,80.87,76.15,87.89,83.39,110.88,230.68,325.08,309.69,54.6,151.25,64.61
2021-08-04,464.76,557.39,546.24,261.24,80.59,76.88,88.63,83.35,111.52,229.98,326.24,305.48,55.36,153.03,64.91
2021-08-05,472.67,546.74,550.66,263.19,81.3,76.33,89.0,83.52,110.41,231.65,324.66,301.94,55.72,154.43,65.25
2021-08-06,477.08,558.2,545.73,269.71,82.26,75.95,89.71,83.62,113.0,233.37,323.88,303.97,55.09,156.39,63.82
2021-08-09,483.04,559.27,548.14,264.11,82.99,76.36,89.51,83.62,113.04,231.77,320.31,304.74,55.02,156.24,63.87
2021-08-10,486.56,553.27,543.94,265.75,81.71,76.39,89.07,84.03,113.17,233.72,319.84,307.04,54.01,155.63,64.19
2021-08-11,481.6,544.32,544.68,264.48,82.52,76.8,88.32,83.26,114.25,233.0,325.57,308.17,54.28,155.81,64.15
2021-08-12,479.45,543.35,538.41,263.14,81.21,76.98,88.61,83.4,115.05,235.37,323.87,311.4,54.2,155.76,64.43
2021-08-13,481.89,549.98,529.52,261.72,81.88,77.33,87.89,83.6,115.09,233.43,327.94,315.41,54.19,154.93,63.47
2021-08-16,476.56,549.43,527.84,259.6,81.64,77.06,89.26,83.91,115.22,233.25,324.74,308.02,54.95,154.24,62.93
2021-08-17,479.99,560.21,527.45,263.86,82.18,77.24,88.34,83.9,113.91,232.37,327.97,304.59,54.69,153.81,63.69
2021-08-18,479.13,550.31,525.7,266.08,81.24,76.63,88.57,83.97,113.44,234.44,328.11,303.83,54.55,152.29,63.71
2021-08-19,477.66,550.55,520.05,266.27,82.11,77.52,89.74,84.24,113.9,233.49,329.69,303.96,54.58,153.27,63.98
2021-08-20,481.1,542.19,518.31,269.79,81.08,77.11,90.22,84.64,114.29,233.47,329.85,301.35,53.46,153.27,63.6
2021-08-23,483.35,545.0,519.85,266.07,80.63,77.9,90.38,84.57,115.35,234.49,332.65,305.37,53.32,152.92,63.64
2021-08-24,481.93,551.41,519.86,262.85,79.95,77.76,89.7,84.66,115.26,235.59,322.02,313.97,51.84,151.49,62.0
2021-08-25,487.44,548.82,520.98,257.56,78.74,77.92,88.72,85.11,114.06,237.36,316.39,315.01,51.51,150.0,62.61
2021-08-26,482.69,531.14,517.91,255.98,78.83,77.6,89.32,84.55,114.98,237.83,318.18,315.6,52.03,152.63,63.91
2021-08-27,485.73,532.78,523.87,256.5,80.12,76.93,90.45,84.38,116.23,237.07,310.11,319.54,52.31,151.85,63.16
2021-08-30,488.68,536.03,518.28,256.87,82.03,75.76,90.17,84.78,117.03,236.45,308.16,311.5,51.98,152.73,62.51
2021-08-31,487.49,539.08,520.89,257.35,82.13,75.08,89.36,85.08,116.9,236.55,308.07,311.85,52.02,153.02,62.84
2021-09-01,489.22,547.8,526.94,254.04,82.97,74.89,87.6,85.23,117.83,237.09,304.98,316.3,51.4,149.34,63.91
2021-09-02,483.67,540.73,529.56,256.09,83.17,75.05,86.93,85.12,120.89,236.86,302.45,313.71,51.42,151.77,63.93
2021-09-03,488.12,545.69,528.78,256.8,83.56,75.74,86.88,84.9,121.01,236.96,303.6,308.6,53.15,152.75,63.06
2021-09-06,487.5,554.21,526.37,258.7,83.34,75.46,88.05,84.75,119.82,234.07,307.58,308.03,54.28,151.78,62.93
2021-09-07,485.33,542.12,531.75,254.19,83.51,74.89,88.57,85.17,119.3,235.4,303.99,307.99,54.33,151.81,62.21
2021-09-08,490.37,544.63,524.84,255.06,83.94,73.96,88.83,85.01,119.87,235.81,301.91,304.33,54.45,150.34,61.76
2021-09-09,487.34,541.49,520.25,252.32,83.54,74.29,88.58,85.05,118.42,237.8,299.25,313.39,53.86,152.82,61.57
2021-09-10,481.09,541.26,518.53,251.49,83.51,75.22,88.19,84.86,118.59,237.86,290.24,311.53,53.39,151.67,60.94
2021-09-13,474.24,543.95,524.82,252.88,83.5,76.08,89.24,85.09,118.94,234.53,290.87,306.78,53.63,151.03,60.42
2021-09-14,477.18,540.93,526.93,253.22,84.14,76.58,89.42,84.96,120.33,233.89,294.41,306.6,53.33,150.13,60.49
2021-09-15,471.63,536.65,522.34,251.3,83.38,77.03,87.92,84.94,121.53,233.57,298.3,310.67,53.9,150.3,60.66
2021-09-16,479.68,537.2,521.04,251.44,83.37,78.21,87.47,84.5,122.33,235.04,295.14,310.97,54.88,152.18,59.7
2021-09-17,470.47,530.16,518.24,247.92,84.81,78.46,86.89,84.08,120.34,231.12,290.61,313.28,55.1,154.65,59.99
2021-09-20,478.24,523.23,514.99,250.73,85.71,78.93,86.53,84.1,121.19,231.25,290.8,309.72,55.19,154.17,59.75
2021-09-21,479.42,528.02,519.98,250.37,86.76,78.73,86.96,83.75,121.84,232.28,293.95,316.33,54.15,154.76,60.25
2021-09-22,479.21,520.69,513.47,253.13,86.81,77.8,86.92,84.32,122.09,231.07,294.64,319.02,54.63,154.94,60.8
2021-09-23,476.97,525.37,521.49,251.99,87.08,77.35,86.9,83.78,120.5,231.27,295.84,323.88,53.94,153.66,60.45
2021-09-24,479.0,528.74,525.8,250.87,87.88,77.37,87.87,83.58,119.8,230.14,300.21,325.75,53.71,157.01,60.89
2021-09-27,479.05,517.56,531.45,249.17,89.13,77.43,87.4,83.6,118.76,228.82,297.53,329.71,54.31,158.97,60.33
2021-09-28,484.28,513.45,529.36,251.36,87.62,78.77,88.77,83.51,116.96,228.11,296.83,325.95,54.96,159.3,61.25
2021-09-29,485.03,521.48,528.84,249.79,86.64,78.85,88.32,83.23,116.96,226.83,303.06,323.97,54.69,161.59,60.72
2021-09-30,485.95,515.35,521.91,251.43,87.67,79.69,88.42,82.99,116.27,228.16,302.43,330.24,54.46,163.39,60.98
2021-10-01,484.51,512.64,519.55,250.64,87.49,79.41,88.25,82.74,118.59,226.84,297.72,337.62,54.05,163.58,60.87
2021-10-04,484.48,515.93,522.2,246.08,87.0,79.21,88.38,82.67,118.44,225.21,295.32,332.49,53.33,164.12,60.19
2021-10-05,486.12,521.33,528.82,244.87,86.07,78.3,88.73,83.19,119.61,228.53,291.95,333.88,52.97,166.38,60.82
2021-10-06,478.5,519.98,523.52,242.26,85.68,77.81,89.08,83.22,118.2,230.38,293.38,332.12,52.02,165.07,60.42
2021-10-07,472.63,516.38,521.94,242.45,84.65,78.2,88.57,83.54,117.74,226.92,290.18,329.15,52.44,167.58,59.27
2021-10-08,476.17,525.94,521.42,239.84,86.24,78.22,87.79,83.69,117.83,225.56,291.29,330.69,52.69,167.32,57.35
2021-10-11,477.17,537.78,514.78,242.05,86.25,78.89,89.62,83.99,117.03,226.06,288.71,336.15,53.05,169.64,56.8
2021-10-12,476.57,544.73,517.88,241.96,86.24,79.04,89.31,83.26,116.67,226.71,281.1,338.5,52.49,169.71,57.71
2021-10-13,476.88,545.64,514.56,241.67,86.72,78.82,89.85,83.19,116.49,224.0,282.29,337.24,51.8,170.28,58.55
2021-10-14,478.67,540.41,513.83,243.28,87.49,80.33,88.7,83.54,116.29,226.18,282.93,339.89,51.85,170.31,58.09
2021-10-15,476.46,535.07,511.86,245.62,88.25,80.29,88.54,83.4,117.93,227.76,284.89,338.43,51.9,169.58,57.86
2021-10-18,473.18,538.91,508.27,245.69,89.11,81.14,88.48,83.87,118.28,228.71,282.59,340.61,51.84,169.25,57.58
2021-10-19,474.28,542.08,508.46,244.01,88.65,80.87,88.86,84.28,118.71,231.31,279.93,347.44,51.68,171.39,56.72
2021-10-20,470.12,551.97,507.64,240.04,88.45,81.4,86.91,84.16,119.21,232.22,281.45,337.69,52.71,167.96,56.13
2021-10-21,472.16,556.82,506.08,238.6,89.08,82.09,87.06,84.04,119.77,233.13,286.95,341.66,52.98,166.2,56.77
2021-10-22,464.79,546.61,502.82,237.32,88.7,82.26,86.28,83.78,119.7,236.16,287.11,334.62,54.18,165.21,57.12
2021-10-25,469.53,554.18,504.56,237.67,88.73,80.58,86.54,83.62,119.42,238.34,288.75,340.55,54.98,163.71,57.31
2021-10-26,471.85,547.54,512.66,237.01,89.07,80.61,85.84,83.31,119.58,236.76,287.7,337.79,56.06,165.96,56.46
2021-10-27,473.21,545.22,513.56,238.66,89.72,81.51,85.28,83.43,120.64,238.04,282.22,332.33,55.4,167.88,56.54
2021-10-28,477.83,547.26,518.62,237.39,88.34,81.91,85.12,83.06,121.68,236.8,285.77,335.77,55.79,168.83,55.08
2021-10-29,485.58,561.35,512.03,237.38,88.93,82.26,84.42,83.23,121.46,237.84,289.15,337.71,55.54,167.95,55.63
2021-11-01,490.47,583.68,513.02,240.15,88.78,81.03,84.12,83.4,122.18,238.82,291.86,333.27,54.51,170.0,55.81
2021-11-02,482.17,588.48,507.93,241.04,89.37,80.54,83.33,82.97,122.01,236.17,291.31,327.72,55.45,167.69,54.98
2021-11-03,476.57,587.48,501.06,241.02,90.01,80.85,82.12,83.39,122.05,235.99,293.61,327.1,55.29,170.93,56.0
2021-11-04,473.98,591.78,497.78,239.76,91.32,81.17,82.83,83.53,121.62,236.56,297.03,321.88,54.65,169.98,54.88
2021-11-05,474.32,598.75,503.6,238.44,92.44,82.06,81.99,83.74,121.46,235.77,303.22,317.37,54.41,169.66,55.23
2021-11-08,476.87,596.69,508.34,236.64,93.57,81.98,81.9,83.55,122.71,236.44,307.11,318.11,53.94,169.09,55.59
2021-11-09,473.83,610.54,509.73,235.54,94.8,82.29,82.44,83.72,122.8,238.05,307.48,314.08,53.53,167.56,54.83
2021-11-10,474.89,612.67,502.57,237.33,95.07,82.33,82.05,84.03,122.94,238.05,302.54,316.16,53.42,170.48,54.82
2021-11-11,471.73,616.88,501.86,236.95,95.14,81.63,81.53,84.02,121.6,238.55,303.25,322.91,54.49,171.74,53.82
2021-11-12,469.22,622.42,503.51,234.04,95.9,80.03,81.72,84.56,121.33,241.31,304.35,322.48,54.09,173.66,52.1
2021-11-15,463.21,626.1,504.56,238.06,96.55,80.36,82.5,84.58,121.12,242.3,307.19,323.29,55.13,171.86,51.49
2021-11-16,459.39,633.09,495.99,238.9,96.33,80.5,81.74,84.89,120.37,242.75,312.55,332.57,55.68,172.21,51.14
2021-11-17,453.74,628.54,492.04,235.83,96.7,80.09,81.67,84.98,120.39,240.91,312.3,327.33,55.95,173.08,51.53
2021-11-18,449.77,624.5,491.95,234.96,96.71,78.97,80.54,85.15,120.01,242.29,320.69,332.97,56.45,173.56,51.59
2021-11-19,454.47,616.21,494.66,235.32,96.02,79.43,80.32,84.71,120.1,243.0,313.71,338.15,56.47,171.86,51.66
2021-11-22,450.61,619.99,484.61,239.22,97.14,79.26,80.37,84.82,120.22,245.61,315.49,342.39,57.32,173.57,51.08
2021-11-23,462.03,626.44,484.08,236.83,97.22,79.67,79.84,84.63,119.36,245.77,312.44,348.77,57.71,173.83,50.79
2021-11-24,464.4,630.43,484.95,239.13,99.02,81.01,79.57,84.42,119.01,242.17,305.06,350.37,56.64,172.44,50.27
2021-11-25,465.43,644.11,489.05,242.4,97.63,79.5,78.69,84.89,119.09,238.86,304.4,347.79,56.85,169.7,49.59
2021-11-26,461.88,644.44,492.47,241.08,97.19,79.03,78.77,84.84,120.16,240.35,298.94,353.31,57.37,170.68,49.27
2021-11-29,465.16,650.26,495.39,240.56,97.25,78.91,79.48,84.58,120.4,239.29,298.45,359.11,57.21,174.44,49.33
2021-11-30,462.85,641.7,491.86,238.32,98.26,79.94,78.8,84.5,119.81,240.2,298.7,364.87,57.31,172.96,49.02
2021-12-01,463.6,638.95,483.21,237.98,98.64,78.81,78.43,84.16,120.18,240.48,303.02,365.36,56.93,173.29,48.86
2021-12-02,475.04,644.93,481.63,238.01,98.95,80.18,78.78,84.55,121.74,240.21,297.39,361.99,56.06,175.06,49.26
2021-12-03,474.83,652.22,486.4,239.6,98.0,80.29,79.6,84.38,122.6,240.08,300.91,363.21,55.1,173.18,49.0
2021-12-06,480.22,650.19,493.01,242.19,97.03,80.25,78.65,84.53,123.11,238.43,301.4,368.21,54.16,172.52,48.27
2021-12-07,477.25,649.99,496.54,240.59,97.34,80.13,78.58,84.9,123.8,238.46,305.43,373.7,54.59,171.29,48.59
2021-12-08,477.32,637.95,498.77,236.23,96.21,79.85,78.79,84.78,125.16,237.37,303.89,371.74,53.07,172.85,48.76
2021-12-09,485.54,635.46,500.78,236.3,95.79,80.61,78.75,84.93,126.18,236.71,298.91,373.63,52.68,174.95,48.95
2021-12-10,482.89,642.96,498.36,237.06,96.25,79.87,77.19,84.66,126.73,236.14,294.44,367.12,52.24,175.27,49.32
2021-12-13,491.39,648.0,497.97,237.74,95.45,80.13,77.54,85.32,127.77,235.75,289.77,372.4,52.1,174.04,49.59
2021-12-14,494.91,652.48,506.04,237.12,96.83,79.88,78.53,85.59,126.73,237.59,291.63,368.62,51.02,173.44,49.62
2021-12-15,492.52,653.28,501.75,237.51,97.91,79.37,78.64,85.54,125.3,237.39,297.17,372.9,51.27,172.55,50.98
2021-12-16,495.7,653.72,509.63,241.02,96.59,81.2,78.0,85.35,125.46,239.44,295.17,367.22,50.55,171.14,50.25
2021-12-17,500.49,648.67,508.3,242.01,95.83,81.52,77.71,85.33,125.54,242.51,297.63,372.73,51.22,171.06,49.94
2021-12-20,503.67,654.77,514.89,241.27,93.93,81.99,78.87,85.24,125.03,244.27,292.03,374.66,50.87,172.0,50.5
2021-12-21,496.43,658.63,508.27,240.24,93.32,82.83,79.48,85.78,125.82,245.4,292.81,370.87,50.84,172.82,50.6
2021-12-22,493.26,663.11,511.3,239.97,93.98,81.82,79.93,85.46,124.06,246.11,295.4,374.69,50.86,172.88,51.05
2021-12-23,492.34,659.11,507.97,243.8,93.67,83.11,80.2,85.5,123.57,247.91,290.12,371.89,51.01,173.05,51.16
2021-12-24,492.23,641.62,501.4,243.49,94.09,81.29,79.8,85.51,123.13,248.16,289.49,376.02,51.05,173.0,51.98
2021-12-27,495.35,650.87,502.65,243.56,92.86,80.76,79.7,85.49,121.61,250.22,292.22,374.86,50.83,171.09,51.4
2021-12-28,496.42,647.33,507.66,242.57,93.55,80.46,79.68,85.47,123.0,251.53,281.53,366.19,51.04,171.41,52.2
2021-12-29,490.39,640.68,503.83,245.2,93.12,80.89,80.07,85.45,121.74,250.85,286.38,361.47,51.33,170.6,52.91
2021-12-30,492.38,646.66,496.92,249.86,93.16,81.07,81.09,85.69,121.21,252.75,287.77,359.57,50.9,168.65,52.2
2021-12-31,495.46,643.85,496.7,251.04,93.12,80.97,81.86,85.87,122.05,253.0,290.49,366.64,51.17,169.28,52.59
2022-01-03,498.32,652.83,496.51,251.36,92.11,80.99,80.94,85.99,122.66,252.84,289.09,371.48,51.88,168.44,52.58
2022-01-04,503.64,658.29,499.3,251.56,91.21,80.31,81.12,85.18,121.64,251.92,282.93,380.11,52.31,168.85,52.23
2022-01-05,507.85,664.35,503.99,246.02,92.02,79.27,81.65,85.27,122.28,252.32,284.95,389.09,52.88,170.18,51.13
2022-01-06,510.3,653.32,503.93,247.87,92.37,79.8,82.09,84.84,122.55,254.44,284.76,386.49,53.0,168.83,50.56
2022-01-07,510.2,663.68,512.99,248.3,93.26,80.31,81.7,85.02,124.73,256.35,284.99,385.75,52.46,169.04,50.98
2022-01-10,502.44,666.26,514.3,249.42,93.56,81.46,83.68,85.42,125.12,257.15,289.01,383.83,52.0,166.42,51.47
2022-01-11,504.72,663.56,512.84,247.86,93.71,80.91,82.84,85.19,124.99,258.48,291.9,380.53,52.2,168.74,51.36
2022-01-12,505.95,665.15,505.25,247.08,92.32,81.43,82.14,85.12,124.19,261.23,299.08,371.09,52.78,166.79,51.86
2022-01-13,507.49,650.66,504.22,246.24,92.13,81.25,82.33,84.97,123.5,260.97,299.78,371.28,54.47,166.11,52.43
2022-01-14,501.6,654.4,502.84,248.73,92.14,82.12,83.79,85.32,122.74,258.65,297.29,364.93,55.09,168.14,52.54
2022-01-17,496.72,646.3,507.62,247.96,93.76,82.89,83.25,85.35,124.03,261.47,296.7,365.02,54.38,167.87,52.12
2022-01-18,501.9,635.67,510.06,252.96,94.37,83.06,83.1,85.83,124.05,260.4,298.37,375.98,53.93,166.17,52.4
2022-01-19,501.95,623.86,504.6,254.11,95.68,82.84,83.87,85.95,124.59,258.99,302.31,373.6,55.34,167.28,52.71
2022-01-20,505.42,632.98,505.64,251.17,96.22,83.56,83.89,86.02,126.03,255.24,296.84,374.87,55.23,168.38,53.13
2022-01-21,505.8,628.33,509.07,250.98,95.65,84.06,83.69,86.05,123.79,256.49,296.99,379.85,55.27,167.51,53.66
2022-01-24,506.18,640.85,516.64,249.56,95.78,83.58,84.11,86.28,125.0,253.15,303.13,381.6,54.69,166.81,52.85
2022-01-25,510.91,636.91,521.2,244.5,96.01,82.62,84.33,85.82,125.06,251.65,302.33,383.42,55.68,166.24,52.56
2022-01-26,508.66,623.58,525.17,248.31,95.25,82.44,85.08,85.86,125.48,252.92,306.0,381.77,56.02,166.01,51.45
2022-01-27,509.37,615.18,525.7,250.08,94.96,83.56,86.01,85.85,124.71,254.48,308.02,380.81,55.55,163.31,51.9
2022-01-28,507.38,625.13,527.86,251.46,94.83,84.43,86.26,86.05,124.0,253.18,311.85,376.02,54.94,163.12,51.79
2022-01-31,505.54,624.27,534.32,251.97,96.2,83.63,86.5,86.01,124.47,252.96,308.8,380.69,55.15,165.76,52.06
2022-02-01,504.31,620.33,527.83,248.8,94.47,82.79,86.69,85.74,126.72,251.22,305.78,371.78,55.2,164.52,51.21
2022-02-02,505.6,621.95,526.31,247.78,95.51,83.74,87.07,85.75,127.7,250.15,305.98,377.05,55.74,163.74,52.04
2022-02-03,503.56,626.25,522.7,249.87,94.75,82.93,87.14,85.47,128.93,250.75,300.2,369.98,56.1,162.11,51.35
2022-02-04,509.77,635.44,524.8,247.51,93.64,83.32,87.18,84.96,128.75,249.78,299.3,375.18,55.96,163.05,51.82
2022-02-07,505.71,647.42,531.13,241.71,94.65,82.89,88.07,85.17,128.18,249.34,300.37,373.61,55.63,164.85,51.9
2022-02-08,505.05,644.87,528.37,241.3,95.29,84.1,89.2,85.33,127.43,246.41,307.24,367.5,55.55,166.64,51.81
2022-02-09,503.2,634.48,516.66,241.09,96.38,83.55,88.13,85.47,126.97,248.76,308.92,370.71,55.22,164.88,51.66
2022-02-10,510.32,631.55,514.88,241.52,97.1,84.41,88.17,85.83,125.01,249.86,311.48,375.75,55.16,165.68,51.31
2022-02-11,511.51,634.0,519.55,243.29,98.9,84.58,87.71,85.66,124.34,251.54,316.17,373.73,55.19,167.85,52.08
2022-02-14,516.74,626.68,522.41,244.88,99.42,84.79,87.52,85.28,123.82,254.26,312.46,377.73,54.65,168.67,52.1
2022-02-15,509.73,619.49,524.75,245.59,99.32,83.34,87.84,85.28,123.66,252.6,311.93,366.04,55.06,169.46,51.37
2022-02-16,511.26,622.55,523.6,248.48,99.65,81.74,88.36,85.19,123.8,251.92,321.59,359.6,54.85,168.83,51.16
2022-02-17,515.8,622.53,517.5,245.03,100.78,81.6,88.31,84.98,124.15,248.07,321.39,366.3,54.34,169.23,51.25
2022-02-18,516.45,623.16,520.24,246.32,100.13,81.81,86.97,84.97,124.14,254.51,326.04,365.43,54.15,171.15,51.79
2022-02-21,521.89,617.58,516.37,247.9,99.59,81.02,86.31,84.81,123.61,254.25,330.13,356.26,54.32,171.72,51.45
2022-02-22,519.59,616.15,527.25,245.11,99.35,80.26,86.98,84.33,121.78,256.48,324.11,353.06,54.39,169.9,51.15
2022-02-23,526.76,609.34,530.32,241.75,97.54,80.68,85.06,84.22,121.26,253.94,325.51,348.8,54.67,169.29,51.18
2022-02-24,538.45,616.54,527.64,240.16,97.69,81.1,85.92,83.93,120.38,256.07,326.24,348.24,55.24,171.17,51.71
2022-02-25,536.86,624.95,524.83,238.77,96.1,81.03,86.33,84.0,120.81,260.03,327.73,346.7,56.08,171.74,50.92
2022-02-28,534.86,610.79,524.59,240.58,96.18,81.61,87.29,83.84,121.65,259.96,324.74,347.81,56.28,171.99,51.23
2022-03-01,542.46,604.0,523.64,239.3,96.95,80.79,87.18,84.14,122.53,257.87,320.3,347.72,55.62,171.23,50.97
2022-03-02,550.81,592.97,529.39,237.48,96.58,80.55,85.75,84.58,123.24,257.64,318.51,354.52,55.47,173.1,50.8
2022-03-03,548.35,588.46,530.55,236.22,98.04,81.75,86.08,84.77,123.12,253.0,318.24,356.86,54.86,175.71,51.97
